,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
9,2020-02-02-2020-02-09,UC6jEF1orhgER1Nsc174FwTg,Ma07a6svw5w,COVID-19: The Facts,2020-02-06T15:10:36Z,1856759,9755.0,741.0,460.0,72,3D4Medical,33800,Others,https://www.youtube.com/watch?v=Ma07a6svw5w,1.0,7.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,5,,Virus information,Educational/YouTubers-professionals,Not prevention
10,2020-02-02-2020-02-09,UC07-dOwgza1IguKA86jqxNA,bPITHEiFWLc,What can people do to protect themselves and others from getting the new coronavirus?,2020-02-05T20:13:57Z,1762490,3147.0,260.0,320.0,94,World Health Organization (WHO),610000,WHO,https://www.youtube.com/watch?v=bPITHEiFWLc,1.0,4.0,4.4,0.0,1.0,7.0,2.0,9.0,7.0,1.1,,,1.0,5,,Prevention and Action,WHO,Social distancing
11,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,Z_8LnnHMeG4,Coronavirus whistle-blower doctor Li Wenliang dies from the disease,2020-02-06T21:08:24Z,1743602,11290.0,470.0,2817.0,86,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=Z_8LnnHMeG4,1.0,1.0,9.0,0.0,3.0,9.0,7.0,3.0,3.0,1.1,,,1.0,5,,Human Interest,Straight news,Not prevention
12,2020-02-02-2020-02-09,UCupvZG-5ko_eiXAupbDfxWw,ZtkSYY9Z2fE,Wuhan coronavirus kills doctor who warned of outbreak,2020-02-07T08:18:15Z,1604936,15212.0,1051.0,5700.0,429,CNN,10500000,US,https://www.youtube.com/watch?v=ZtkSYY9Z2fE,1.0,1.0,7.1,0.0,3.0,9.0,3.0,3.0,3.0,1.1,,discusses freedom of speech in china after doctor dies,1.0,5,,Politics and Blame,Straight news,Not prevention
13,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,gNFeo5oOuJA,Wuhan: the city under coronavirus lockdown,2020-02-06T19:27:13Z,1437625,7393.0,492.0,1642.0,112,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=gNFeo5oOuJA,1.0,1.0,4.1,0.0,1.0,9.0,7.0,3.0,7.0,1.1,,,1.0,5,,Prevention and Action,Straight news,Lockdown
14,2020-02-02-2020-02-09,UCBi2mrWuNuyYy4gbM6fU18Q,VdUi_kwuw7I,"11 confirmed US coronavirus cases, experts warn of pandemic | ABC News",2020-02-03T18:20:37Z,1224479,7670.0,822.0,5388.0,154,ABC News,9620000,US,https://www.youtube.com/watch?v=VdUi_kwuw7I,1.0,1.0,2.0,4.5,3.0,9.0,7.0,1.0,5.0,1.1,,,1.0,5,,Statistics and Modeling,Straight news,Not prevention
15,2020-02-02-2020-02-09,UCgrNz-aDmcr2uuto8_DL2jg,y37hBLd3E8s,How a Wuhan nurse recovered from the coronavirus at home,2020-02-08T12:26:18Z,1109874,12266.0,545.0,1894.0,186,CGTN,1820000,CN,https://www.youtube.com/watch?v=y37hBLd3E8s,1.0,1.0,9.0,3.0,2.0,3.0,3.0,9.0,7.0,1.1,,,1.0,5,,Human Interest,Straight news,Not prevention
16,2020-02-02-2020-02-09,UCknLrEdhRCp1aegoMqRaCZg,AYlzyQnSGD8,Coronavirus explained: Where it came from and how to stop it | DW News,2020-02-08T12:54:34Z,1059826,5988.0,587.0,1151.0,202,DW News,1660000,DE,https://www.youtube.com/watch?v=AYlzyQnSGD8,1.0,1.0,1.0,4.2,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,5,,Virus information,Straight news,Not prevention
17,2020-02-02-2020-02-09,UC16niRr50-MSBwiO3YDb3RA,y6iikPfpXl0,Coronavirus kills Chinese whistleblower doctor - BBC News,2020-02-07T10:02:54Z,1051681,11281.0,494.0,4548.0,711,BBC News,8210000,GB,https://www.youtube.com/watch?v=y6iikPfpXl0,1.0,1.0,7.2,0.0,3.0,4.0,6.0,3.0,3.0,1.1,,,1.0,5,,Politics and Blame,Straight news,Not prevention
18,2020-02-02-2020-02-09,UCP6HGa63sBC7-KHtkme-p-g,7cLmOibP49o,"American teacher documents life in Wuhan, center of coronavirus | USA TODAY",2020-02-03T18:02:22Z,938549,9839.0,965.0,2792.0,194,USA TODAY,1590000,US,https://www.youtube.com/watch?v=7cLmOibP49o,1.0,1.0,9.0,4.1,3.0,1.0,6.0,3.0,5.0,1.1,,,1.0,5,,Human Interest,Straight news,Not prevention
19,2020-02-02-2020-02-09,UCknLrEdhRCp1aegoMqRaCZg,K19YfNr7Vqc,Coronavirus turns bustling Beijing into a ghost town | DW News,2020-02-06T12:48:59Z,757009,5588.0,313.0,1491.0,258,DW News,1660000,DE,https://www.youtube.com/watch?v=K19YfNr7Vqc,1.0,1.0,4.1,0.0,3.0,3.0,5.0,3.0,2.0,1.1,,,0.0,5,,Prevention and Action,Straight news,Lockdown
20,2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,ZMPqQg23xhQ,China opens coronavirus hospital built in 10 days,2020-02-04T21:36:48Z,688692,4399.0,240.0,1216.0,92,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=ZMPqQg23xhQ,1.0,1.0,4.5,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,5,,Prevention and Action,Straight news,Other prevention
0,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,rKek0Y30Ctw,Chinese Police Force Family Into Coronavirus Quarantine,2020-02-09T23:20:39Z,17031750,61393.0,11406.0,9726.0,142,VOA News,1320000,US,https://www.youtube.com/watch?v=rKek0Y30Ctw,3.0,1.0,9.0,4.1,3.0,3.0,7.0,3.0,5.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
1,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,qJA768Jpf4U,"Global coronavirus deaths equal Sars, while new infections drop",2020-02-09T09:21:38Z,10512496,21218.0,4623.0,1060.0,128,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=qJA768Jpf4U,1.0,1.0,2.0,4.1,3.0,3.0,7.0,3.0,7.0,1.1,,,1.0,6,,Statistics and Modeling,Straight news,Not prevention
2,2020-02-09-2020-02-16,UCPY9IKSkr2GfFW5jbgA5Qbw,I-Yd-_XIWJg,Coronavirus outbreak (covid 19) explained through 3D Medical Animation,2020-02-11T12:15:00Z,7445804,61910.0,2751.0,4724.0,369,Scientific Animations,0,US,https://www.youtube.com/watch?v=I-Yd-_XIWJg,1.0,8.0,1.0,2.0,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,6,,Virus information,YouTubers-laypersons/channels,Not prevention
3,2020-02-09-2020-02-16,UCcYzLCs3zrQIBVHYA1sK2sw,mP-mCfo4-f8,Sadhguru on Coronavirus Outbreak in China,2020-02-11T03:30:01Z,4210123,75132.0,4858.0,5971.0,505,Sadhguru,5460000,IN,https://www.youtube.com/watch?v=mP-mCfo4-f8,1.0,8.0,1.0,0.0,2.0,6.0,6.0,9.0,7.0,1.1,,,1.0,6,,Virus information,YouTubers-laypersons/channels,Not prevention
4,2020-02-09-2020-02-16,UCoMdktPbSTixAyNGwb-UYkQ,DEgwpOFXWNA,Coronavirus overtakes SARS death toll,2020-02-09T10:51:05Z,3733704,10489.0,1471.0,1256.0,208,Sky News,2580000,GB,https://www.youtube.com/watch?v=DEgwpOFXWNA,1.0,1.0,2.0,4.5,3.0,9.0,7.0,3.0,5.0,1.1,,many of these videos talk about the similarity to SARS as the number of cases surpasses that of sars,1.0,6,,Statistics and Modeling,Straight news,Not prevention
5,2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,B_-rbv0tp2k,Bats For Sale at Indonesia Market Despite Coronavirus Warning,2020-02-15T22:50:46Z,3430542,8837.0,12095.0,9619.0,182,VOA News,1320000,US,https://www.youtube.com/watch?v=B_-rbv0tp2k,1.0,1.0,7.2,0.0,3.0,9.0,7.0,9.0,4.0,1.1,,,1.0,6,,Politics and Blame,Straight news,Not prevention
6,2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,cEKXaxiBiw4,Coronavirus: Senior Chinese officials &#39;removed&#39; as death toll rises- BBC News,2020-02-14T10:57:15Z,2779639,13398.0,1310.0,4105.0,470,BBC News,8210000,GB,https://www.youtube.com/watch?v=cEKXaxiBiw4,1.0,1.0,1.0,9.0,1.0,8.0,6.0,3.0,2.0,1.1,,,1.0,6,,Virus information,Straight news,Not prevention
7,2020-02-09-2020-02-16,UCuFFtHWoLl5fauMMD5Ww2jA,TAafDOqfN3M,Patient with coronavirus speaks out,2020-02-11T13:36:25Z,2660294,20488.0,2387.0,6766.0,630,CBC News,2250000,CA,https://www.youtube.com/watch?v=TAafDOqfN3M,1.0,1.0,9.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
8,2020-02-09-2020-02-16,UCNI0qOojpkhsUtaQ4_2NUhQ,eup3_i_5uaw,"COVID-19 (Coronavirus Disease 19) - February Update - causes, symptoms, diagnosis, pathology",2020-02-14T17:57:19Z,2483002,30273.0,1034.0,1761.0,741,Osmosis,1700000,US,https://www.youtube.com/watch?v=eup3_i_5uaw,1.0,5.0,1.0,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,6,,Virus information,Educational/YouTubers-professionals,Not prevention
10,2020-02-09-2020-02-16,UCknLrEdhRCp1aegoMqRaCZg,ltYIIXJTKEc,Coronavirus whistleblowers disappear in China | DW News,2020-02-12T10:29:02Z,1884289,18393.0,1024.0,4160.0,323,DW News,1660000,DE,https://www.youtube.com/watch?v=ltYIIXJTKEc,1.0,1.0,7.2,0.0,3.0,3.0,5.0,3.0,2.0,1.2,,,0.0,6,,Politics and Blame,Straight news,Not prevention
11,2020-02-09-2020-02-16,UCK7tptUDHh-RYDsdxO1-5QQ,7SuKywEZ5AM,How Scientists Are Trying to Develop a Coronavirus Vaccine | WSJ,2020-02-13T17:00:01Z,1845010,23697.0,697.0,2338.0,258,Wall Street Journal,2330000,US,https://www.youtube.com/watch?v=7SuKywEZ5AM,1.0,1.0,4.3,0.0,2.0,9.0,3.0,9.0,7.0,1.1,,,0.0,6,,Prevention and Action,Straight news,Vaccine
12,2020-02-09-2020-02-16,UCTrQ7HXWRRxr7OsOtodr2_w,Y-GB9EYqAGM,Coronavirus &amp; Me: Ben Kavanagh's journey - from quarantine in Wuhan to Wirral,2020-02-13T20:44:29Z,1756922,30046.0,1106.0,3877.0,1313,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=Y-GB9EYqAGM,1.0,1.0,9.0,4.1,1.0,4.0,5.0,9.0,7.0,1.3,,,0.0,6,,Human Interest,Straight news,Not prevention
13,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,vLdwCdyiDCw,"China disinfects entire cities to fight coronavirus outbreak, some twice a day",2020-02-12T05:25:19Z,1652262,12705.0,579.0,2199.0,101,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=vLdwCdyiDCw,1.0,1.0,4.5,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,6,,Prevention and Action,Straight news,Other prevention
14,2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,aNjpH5lBZ8w,Experts devise do-it-yourself face masks to help people battle coronavirus,2020-02-14T13:11:02Z,1642647,10555.0,436.0,927.0,122,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=aNjpH5lBZ8w,1.0,1.0,4.2,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,,0.0,6,,Prevention and Action,Straight news,Mask
16,2020-02-09-2020-02-16,UCTrQ7HXWRRxr7OsOtodr2_w,Zl0V-OhZYk4,How coronavirus (Covid-19) spread day by day,2020-02-12T12:05:49Z,1440818,10426.0,1444.0,3350.0,707,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=Zl0V-OhZYk4,1.0,1.0,2.0,1.0,3.0,7.0,2.0,9.0,7.0,1.1,,,0.0,6,,Statistics and Modeling,Straight news,Not prevention
17,2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,RHl8Lh67bnY,China coronavirus deaths and cases spike - BBC News,2020-02-13T13:30:39Z,1262416,8944.0,871.0,3396.0,376,BBC News,8210000,GB,https://www.youtube.com/watch?v=RHl8Lh67bnY,1.0,1.0,2.0,4.4,3.0,4.0,3.0,3.0,5.0,1.1,,,0.0,6,,Statistics and Modeling,Straight news,Not prevention
18,2020-02-09-2020-02-16,UCTCEJCypL-cwp2EWlT5pmGg,FC4soCjxSOQ,What is CORONAVIRUS? AND How to PROTECT YOURSELF?,2020-02-13T16:05:35Z,1221621,9410.0,464.0,929.0,120,FreeMedEducation,202000,ID,https://www.youtube.com/watch?v=FC4soCjxSOQ,1.0,5.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,6,,Virus information,Educational/YouTubers-professionals,Not prevention
19,2020-02-09-2020-02-16,UCeY0bbntWzzVIaj2z3QigXg,9J3vrJNGxQA,"First American Dies From COVID-19 In Wuhan, China | NBC Nightly News",2020-02-09T00:53:26Z,1156044,7818.0,838.0,4270.0,139,NBC News,3760000,US,https://www.youtube.com/watch?v=9J3vrJNGxQA,1.0,1.0,7.2,4.1,3.0,9.0,7.0,9.0,7.0,1.1,,,1.0,6,,Politics and Blame,Straight news,Not prevention
20,2020-02-09-2020-02-16,UCHpw8xwDNhU9gdohEcJu4aA,NvCmYk_f1uw,The coronavirus cat rescuer of Wuhan,2020-02-14T14:30:51Z,1116220,44001.0,423.0,3366.0,427,The Guardian,1400000,GB,https://www.youtube.com/watch?v=NvCmYk_f1uw,1.0,1.0,9.0,5.0,1.0,3.0,5.0,9.0,7.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
0,2020-02-16-2020-02-23,UCzznO4xSV8BKnUBPyswtCUw,ZC0gww2yznI,Chinese scientists says COVID-19/coronavirus could have originated from government ...,2020-02-17T00:15:32Z,4313649,17961.0,1958.0,7535.0,121,ARIRANG NEWS,392000,South Korea,https://www.youtube.com/watch?v=ZC0gww2yznI,1.0,1.0,7.2,0.0,3.0,9.0,7.0,3.0,2.0,1.2,,,0.0,7,,Politics and Blame,Straight news,Not prevention
2,2020-02-16-2020-02-23,UC0QHWhjbe5fGJEPz3sVb6nw,RSiW6ZvPqeg,Five HONEST Coronavirus Updates | COVID-19 (Feb 2020),2020-02-19T22:15:01Z,2313740,121783.0,2606.0,13340.0,614,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=RSiW6ZvPqeg,1.0,7.0,1.0,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,0.0,7,,Virus information,Educational/YouTubers-professionals,Not prevention
4,2020-02-16-2020-02-23,UCMSsLqxqvZsNXi0Z-VjN89A,V-7SQGPkijs,Coronavirus Autopsy Report Analysis by Dr. Mike | COVID-19 Autopsy,2020-02-21T17:45:00Z,1839606,67018.0,1326.0,6853.0,623,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=V-7SQGPkijs,1.0,7.0,9.0,3.0,1.0,1.0,3.0,3.0,5.0,1.1,,,0.0,7,,Human Interest,Educational/YouTubers-professionals,Not prevention
5,2020-02-16-2020-02-23,UCATNzbTbfeoMhNonZGZmrhA,sHP0UIdZyI4,What Is Coronavirus (COVID-19)?,2020-02-19T17:18:11Z,1704884,9135.0,976.0,624.0,271,Johns Hopkins Medicine,194000,US,https://www.youtube.com/watch?v=sHP0UIdZyI4,1.0,5.0,1.0,2.0,1.0,1.0,2.0,9.0,7.0,1.1,,,0.0,7,,Virus information,Educational/YouTubers-professionals,Not prevention
6,2020-02-16-2020-02-23,UCTrQ7HXWRRxr7OsOtodr2_w,rI_MG3ZnDak,How North Korea is reporting on coronavirus (English subtitles),2020-02-17T18:01:46Z,1459618,20346.0,537.0,5472.0,511,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=rI_MG3ZnDak,4.0,1.0,2.0,1.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,7,,Statistics and Modeling,Straight news,Not prevention
9,2020-02-16-2020-02-23,UC4SUWizzKc1tptprBkWjX2Q,WZjNtxofkXM,Disinfection tunnels built to clean people within 20 seconds amid coronavirus outbreak,2020-02-17T13:58:47Z,1035667,9558.0,281.0,1680.0,81,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=WZjNtxofkXM,1.0,1.0,4.5,0.0,1.0,9.0,7.0,3.0,2.0,1.1,,,0.0,7,,Prevention and Action,Straight news,Other prevention
11,2020-02-16-2020-02-23,UCBi2mrWuNuyYy4gbM6fU18Q,F2lD-A0cQRw,Desperation grows aboard cruise ship with coronavirus,2020-02-16T02:28:25Z,916872,6609.0,668.0,3343.0,160,ABC News,9620000,US,https://www.youtube.com/watch?v=F2lD-A0cQRw,1.0,1.0,4.5,9.0,3.0,1.0,5.0,9.0,7.0,1.1,,,1.0,7,,Prevention and Action,Straight news,Other prevention
12,2020-02-16-2020-02-23,UCknLrEdhRCp1aegoMqRaCZg,CXAjUggad5c,Coronavirus cases surge in South Korea | DW News,2020-02-21T13:22:38Z,904288,6461.0,353.0,2734.0,294,DW News,1660000,DE,https://www.youtube.com/watch?v=CXAjUggad5c,1.0,1.0,7.1,7.2,3.0,8.0,5.0,9.0,7.0,1.1,,,1.0,7,,Politics and Blame,Straight news,Not prevention
13,2020-02-16-2020-02-23,UCDpHc1LkcEpiWR0q7ll5eZQ,bG6zISnenPg,NETEC: Personal Protective Equipment for COVID-19,2020-02-18T15:37:06Z,523233,,,,1080,The NETEC,1960,US,https://www.youtube.com/watch?v=bG6zISnenPg,1.0,5.0,4.2,4.4,1.0,1.0,2.0,9.0,7.0,1.1,,"talks about how to put on and take off general PPE, which includes masks",1.0,7,,Prevention and Action,Educational/YouTubers-professionals,Mask
14,2020-02-16-2020-02-23,UC4SUWizzKc1tptprBkWjX2Q,GaN3aGk8yRM,Coronavirus: Chinese woman starts dance battle with neighbours from her balcony,2020-02-20T16:00:16Z,446967,13361.0,291.0,1002.0,84,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=GaN3aGk8yRM,1.0,1.0,10.0,0.0,2.0,9.0,7.0,3.0,5.0,1.1,,talks about what people are doing as a result of social distancing and quarantine ie. dancing,1.0,7,,Other,Straight news,Not prevention
15,2020-02-16-2020-02-23,UC_Lnb8ZHqqgLbp-7hltuT9w,55ErDdtT2zs,COVID-19: Tracing The First Month Of The Novel Coronavirus | Insight | Full Episode,2020-02-19T12:00:01Z,325768,2410.0,246.0,956.0,2877,CNA Insider,445000,SG,https://www.youtube.com/watch?v=55ErDdtT2zs,1.0,1.0,2.0,1.0,3.0,8.0,7.0,9.0,7.0,1.1,,,1.0,7,,Statistics and Modeling,Straight news,Not prevention
16,2020-02-16-2020-02-23,UCgrNz-aDmcr2uuto8_DL2jg,MTN6fYibEZk,Facts Tell: Are policemen shooting novel coronavirus patients on the street?,2020-02-18T01:13:51Z,143988,1042.0,589.0,1014.0,223,CGTN,1820000,CN,https://www.youtube.com/watch?v=MTN6fYibEZk,1.0,3.0,10.0,7.1,2.0,3.0,6.0,3.0,2.0,1.1,,debunking rumors about chinese police,1.0,7,,Other,Governments,Not prevention
17,2020-02-16-2020-02-23,UCiMg06DjcUk5FRiM3g5sqoQ,p_llGsYMy3k,Healthcare Systems Preparedness for COVID-19,2020-02-18T14:19:34Z,129251,808.0,114.0,146.0,3273,Centers for Disease Control and Prevention (CDC),475000,US,https://www.youtube.com/watch?v=p_llGsYMy3k,1.0,3.0,4.5,4.4,1.0,1.0,2.0,1.0,7.0,1.1,,,1.0,7,,Prevention and Action,Governments,Other prevention
18,2020-02-16-2020-02-23,UCb0Z5fMOmkHReoHzbUb012A,fuRUV_gth1g,BT Daily: Coronavirus - New Pandemic?,2020-02-18T18:53:16Z,1961,82.0,3.0,,189,BeyondTodayTV,57000,US,https://www.youtube.com/watch?v=fuRUV_gth1g,1.0,8.0,1.0,4.3,2.0,1.0,6.0,9.0,7.0,1.1,,,1.0,7,,Virus information,YouTubers-laypersons/channels,Not prevention
19,2020-02-16-2020-02-23,UCVjGcnf4_xs4eJ2R_ddwg0A,UWsTqGA8iEc,Evacuating Wuhan | Escaping the Corona Virus | Part 1,2020-02-17T20:47:40Z,1643,31.0,9.0,16.0,811,Matt J Neale,143,GB,https://www.youtube.com/watch?v=UWsTqGA8iEc,1.0,8.0,9.0,4.1,3.0,4.0,5.0,9.0,7.0,1.1,,,,7,,Human Interest,YouTubers-laypersons/channels,Not prevention
0,2020-02-23-2020-03-01,UCxcrzzhQDj5zKJbXfIscCtg,ycrqXJYf1SU,Coronavirus: How the deadly epidemic sparked a global emergency | Four Corners,2020-02-24T10:15:00Z,12389300,73838.0,7081.0,21825.0,2752,ABC News In-depth,387000,AU,https://www.youtube.com/watch?v=ycrqXJYf1SU,1.0,1.0,7.2,7.1,3.0,8.0,7.0,9.0,7.0,1.1,,"a long documentary, I coded for the first 10 mins",1.0,8,,Politics and Blame,Straight news,Not prevention
1,2020-02-23-2020-03-01,UC07-dOwgza1IguKA86jqxNA,1APwq1df6Mw,How to protect yourself against COVID-19,2020-02-28T10:48:13Z,4607247,97155.0,2204.0,2183.0,91,World Health Organization (WHO),610000,WHO,https://www.youtube.com/watch?v=1APwq1df6Mw,1.0,4.0,4.4,0.0,1.0,7.0,7.0,9.0,7.0,1.1,,,1.0,8,,Prevention and Action,WHO,Social distancing
2,2020-02-23-2020-03-01,UCqnbDFdCpuN8CMEg0VuEBqA,m5fsidSOJMw,China Is Censoring Coronavirus Stories. These Citizens Are Fighting Back. | NYT News,2020-02-25T00:00:08Z,4527026,58844.0,3742.0,11429.0,249,The New York Times,3100000,US,https://www.youtube.com/watch?v=m5fsidSOJMw,1.0,1.0,10.0,7.1,3.0,3.0,5.0,3.0,2.0,1.1,,,1.0,8,,Other,Straight news,Not prevention
3,2020-02-23-2020-03-01,UCqKiDBaeIA61KZxUqWHNb6w,Xj1nUFFVK1E,HOW DOES COVID-19 AFFECT THE BODY?,2020-02-26T06:35:37Z,4389811,29339.0,2406.0,2726.0,315,Neural Academy,161000,CA,https://www.youtube.com/watch?v=Xj1nUFFVK1E,1.0,8.0,1.0,0.0,1.0,2.0,3.0,9.0,7.0,1.1,,,1.0,8,,Virus information,YouTubers-laypersons/channels,Not prevention
4,2020-02-23-2020-03-01,UCMtFAi84ehTSYSE9XoHefig,R-Gnari_sTU,Trump Fears The Coronavirus Crisis Will Spoil His Reelection Campaign,2020-02-27T04:50:02Z,3172719,38912.0,1717.0,4662.0,632,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=R-Gnari_sTU,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,talks about covid unitl 4:32,1.0,8,,Politics and Blame,Entertainment news,Not prevention
5,2020-02-23-2020-03-01,UCVTyTA7-g9nopHeHbeuvpRA,lKAlwCCd_hU,Trump's Flailing Response to the Coronavirus Outbreak: A Closer Look,2020-02-28T02:00:09Z,3164265,40083.0,2579.0,6556.0,636,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=lKAlwCCd_hU,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,8,,Politics and Blame,Entertainment news,Not prevention
6,2020-02-23-2020-03-01,UCMtFAi84ehTSYSE9XoHefig,tvmX4a4UiyM,Wall Street Panics After Trump Unveils Lackluster Coronavirus Response Plan,2020-02-28T04:50:01Z,3104428,45740.0,1739.0,4919.0,595,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=tvmX4a4UiyM,1.0,2.0,7.1,5.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,8,,Politics and Blame,Entertainment news,Not prevention
7,2020-02-23-2020-03-01,UCgrNz-aDmcr2uuto8_DL2jg,9td3ASzuwsI,Recovered COVID-19 doctor shares experience,2020-02-23T02:02:01Z,2560816,23677.0,1121.0,2777.0,205,CGTN,1820000,CN,https://www.youtube.com/watch?v=9td3ASzuwsI,1.0,1.0,9.0,5.0,1.0,3.0,3.0,9.0,7.0,1.1,,,1.0,8,,Human Interest,Straight news,Not prevention
8,2020-02-23-2020-03-01,UC16niRr50-MSBwiO3YDb3RA,HL3TpRQ-oa4,Coronavirus: New global outbreaks emerge - BBC News,2020-02-24T22:48:32Z,2072511,18156.0,1634.0,7651.0,697,BBC News,8210000,GB,https://www.youtube.com/watch?v=HL3TpRQ-oa4,1.0,1.0,5.0,4.1,3.0,9.0,7.0,8.0,5.0,1.1,,,1.0,8,,Non-Physical Health,Straight news,Not prevention
9,2020-02-23-2020-03-01,UCa6vGFO9ty8v5KZJXQxdhaw,Y-sbabzs3Jg,Trump is DEFINITELY NOT WORRIED About Coronavirus,2020-02-27T08:30:00Z,2049532,28553.0,2424.0,2514.0,610,Jimmy Kimmel Live,17000000,US,https://www.youtube.com/watch?v=Y-sbabzs3Jg,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,coronavirus topic begins at 6:08,1.0,8,,Politics and Blame,Entertainment news,Not prevention
10,2020-02-23-2020-03-01,UC16niRr50-MSBwiO3YDb3RA,UcxHL8LHI_A,"Coronavirus: World must prepare for pandemic, says WHO - BBC News",2020-02-25T08:42:18Z,2037657,17998.0,1559.0,9483.0,814,BBC News,8210000,GB,https://www.youtube.com/watch?v=UcxHL8LHI_A,1.0,1.0,2.0,4.1,1.0,7.0,2.0,8.0,5.0,1.1,,,1.0,8,,Statistics and Modeling,Straight news,Not prevention
11,2020-02-23-2020-03-01,UC4f30mN7ieKWiowjLpjZTUA,elWIPbDfLA0,The Coronavirus Outbreak | Random42 Scientific Communication,2020-02-27T10:43:50Z,1924861,8639.0,818.0,305.0,143,Random42 Scientific Communication,14800,GB,https://www.youtube.com/watch?v=elWIPbDfLA0,1.0,7.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,8,,Virus information,Educational/YouTubers-professionals,Not prevention
13,2020-02-23-2020-03-01,UCa6vGFO9ty8v5KZJXQxdhaw,PbrX_uadZPA,Trump Says Coronavirus is Very Much Under Control,2020-02-26T05:12:05Z,1799965,31846.0,2513.0,4651.0,531,Jimmy Kimmel Live,17000000,US,https://www.youtube.com/watch?v=PbrX_uadZPA,1.0,2.0,10.0,3.0,3.0,1.0,6.0,1.0,1.0,1.2,,I'm not sure especially who and whom....CF:  I coded the same,0.0,8,,Other,Entertainment news,Not prevention
14,2020-02-23-2020-03-01,UCTrQ7HXWRRxr7OsOtodr2_w,rM0S5sc50jA,The coronavirus conspiracy: is there a cover-up in China?,2020-02-25T21:06:29Z,1484377,12632.0,1338.0,4734.0,473,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=rM0S5sc50jA,1.0,1.0,7.1,8.0,1.0,3.0,5.0,3.0,3.0,1.1,,"This was interesting, because it presented two sides of early covid story about china",0.0,8,,Politics and Blame,Straight news,Not prevention
15,2020-02-23-2020-03-01,UCK7tptUDHh-RYDsdxO1-5QQ,tgyzdgf66eM,How Coronavirus Test Kits Work | WSJ,2020-02-26T17:00:22Z,1352439,11030.0,528.0,1194.0,218,Wall Street Journal,2330000,US,https://www.youtube.com/watch?v=tgyzdgf66eM,1.0,1.0,4.4,0.0,1.0,9.0,3.0,9.0,7.0,1.1,,,0.0,8,,Prevention and Action,Straight news,Social distancing
